businessName,instagramUrl,websiteUrl,listingUrl,city,neighborhood,businessType,dietaryTags,dohGrade,contactEmail,phone,address,googleRating,googleReviewCount
The Wilson,https://www.instagram.com/eatatthewilson,https://eatatthewilson.com/nyc/,https://www.eatrealfoodnyc.com/restaurants/the-wilson,Manhattan,Flatiron District,American restaurant,,A,info@ingoodcompany.com,12125292671,"132 W 27th St, New York, NY 10001",4.6,1584
Bobwhite Counter,null,https://www.bobwhitecounter.com/,https://www.eatrealfoodnyc.com/restaurants/bobwhite-counter,Manhattan,East Village,Chicken restaurant,,NA,bobwhitecounter@gmail.com,12122282972,"94 Loisaida Ave, New York, NY 10009",4.6,1578
Taverna Kyclades Bayside,https://www.instagram.com/explore,http://www.tavernakyclades.com/,https://www.eatrealfoodnyc.com/restaurants/taverna-kyclades-bayside,Queens,Bayside,Greek restaurant,vegetarian,NA,caterina@tavernakyclades.com,17186312000,"39-28 Bell Blvd, Bayside, NY 11361",4.6,1570
Burger Village,https://www.instagram.com/burgervillage,https://www.burgervillage.com/,https://www.eatrealfoodnyc.com/restaurants/burger-village-tribeca,Manhattan,Tribeca,Hamburger restaurant,,A,jobs@burgervillageny.com,16464767570,"120 Church St, New York, NY 10007",4.6,1561
Gunbae,null,http://www.gunbaetribeca.com/,https://www.eatrealfoodnyc.com/restaurants/gunbae,Manhattan,Tribeca,Korean restaurant,,A,gunbaetribeca@gmail.com,12123212500,"67 Murray St, New York, NY 10007",4.6,1558
Trinidad Golden Place,null,https://trinidadgoldenplace.shop/,https://www.eatrealfoodnyc.com/restaurants/trinidad-golden-place,Brooklyn,Crown Heights,Caribbean restaurant,,A,,17187357065,"788 Nostrand Ave, Brooklyn, NY 11216",4.6,1554
Paratha Wala Inc.,https://www.instagram.com/parathawala.nyc,http://www.pwalanyc.com/,https://www.eatrealfoodnyc.com/restaurants/paratha-wala-inc,Queens,Forest Hills,Indian restaurant,vegetarian,NA,pwala.nyc@icloud.com,13475615319,"103-09 Metropolitan Ave, Forest Hills, NY 11375",4.6,1546
Buenos Aires,null,https://buenosairesnyc.com/%3Futm_source%3Dgoogle,https://www.eatrealfoodnyc.com/restaurants/buenos-aires,Manhattan,East Village,Argentinian restaurant,,A,info@buenosairesnyc.com,12122282775,"513 E 6th St, New York, NY 10009",4.6,1530
Ear Inn,https://www.instagram.com/earinnbar,http://theearinn.com/,https://www.eatrealfoodnyc.com/restaurants/ear-inn,Manhattan,Tribeca,Bar & grill,,A,earinnnyc@gmail.com,12122269060,"326 Spring St, New York, NY 10013",4.6,1524
Red Poke,https://www.instagram.com/redpokenyc,https://redpoke.com/,https://www.eatrealfoodnyc.com/restaurants/red-poke,Manhattan,Hell's Kitchen,Poke bar,low-calorie|whole-foods,NA,info@redpoke.com,12129748100,"598 9th Ave, New York, NY 10036",4.6,1522
Gourmet Express,https://www.instagram.com/reel,https://gourmet-express.shop/,https://www.eatrealfoodnyc.com/restaurants/gourmet-express,Bronx,Wakefield,Buffet restaurant,,NA,gourmet-express.shop@gmail.com,19147386569,"924 West St, Pelham, NY 10803",4.6,1497
Canto West Village,http://instagram.com/canto_nyc,https://www.cantonyc.com/,https://www.eatrealfoodnyc.com/restaurants/canto-west-village,Manhattan,West Village,Italian restaurant,,NA,ginag@ginagpr.com,13152575473,"117 Perry St, New York, NY 10014",4.6,1496
Liuyishou Hot Pot,null,https://www.liuyishouna.com/flushing,https://www.eatrealfoodnyc.com/restaurants/liuyishou-hot-pot,Queens,Flushing,Hot pot restaurant,,NA,cassie.w@liuyishouna.com,13477320201,"136-76 39th Ave, Flushing, NY 11354",4.6,1490
Katz's Delicatessen,https://www.instagram.com/katzsdeli,https://katzsdelicatessen.com/,https://www.eatrealfoodnyc.com/restaurants/katzs-delicatessen,Manhattan,East Village,Restaurant,kosher,A,diana@katzsdelicatessen.com,12122542246,"205 E Houston St, New York, NY 10002",4.5,51643
Joe's Pizza Broadway,https://www.instagram.com/joespizzanyc,https://www.joespizzanyc.com/,https://www.eatrealfoodnyc.com/restaurants/joes-pizza-broadway,Manhattan,Midtown,Pizza restaurant,,NA,joespizzeriamarlton@gmail.com,16465594878,"1435 Broadway, New York, NY 10018",4.5,24778
Barclays Center,https://www.instagram.com/mccartneysinc/?hl=en,http://www.barclayscenter.com/,https://www.eatrealfoodnyc.com/restaurants/barclays-center,Brooklyn,Fort Greene,Arena,,NA,hardeep.jaswal@barclays.com,19176186100,"620 Atlantic Ave, Brooklyn, NY 11217",4.5,22975
Carmine's - Time Square,https://instagram.com/carminesnyc,https://carminesnyc.com/locations/times-square,https://www.eatrealfoodnyc.com/restaurants/carmines-time-square,Manhattan,Midtown,Italian restaurant,,NA,luis@theblackwhale.com,12122213800,"200 W 44th St, New York, NY 10036",4.5,18598
Whitney Museum of American Art,https://www.instagram.com/whitneymuseum,https://whitney.org/,https://www.eatrealfoodnyc.com/restaurants/whitney-museum-of-american-art,Manhattan,West Village,Modern art museum,,NA,meryl.schwartz@brooklynmuseum.org,12125703600,"99 Gansevoort St, New York, NY 10014",4.5,14643
Pelham Bay Park,http://instagram.com/nycparks,https://www.nycgovparks.org/parks/pelham-bay-park,https://www.eatrealfoodnyc.com/restaurants/pelham-bay-park,Bronx,Pelham Bay,Park,,NA,donald.sowell@parks.nyc.gov,17184301891,"Middletown Road & Stadium, Avenue, Bronx, NY 10465",4.5,10081
Fogo de Chão Brazilian Steakhouse,https://www.instagram.com/fogo,https://fogodechao.com/location/new-york/,https://www.eatrealfoodnyc.com/restaurants/fogo-de-cho-brazilian-steakhouse-midtown,Manhattan,Midtown East,Brazilian restaurant,,NA,lasvegasevents@fogo.com,12129699980,"40 W 53rd St, New York, NY 10019",4.5,9791
Chart House,https://www.instagram.com/charthouserestaurants,https://www.chart-house.com/location/chart-house-weehawken-nj/,https://www.eatrealfoodnyc.com/restaurants/chart-house,Manhattan,Hudson Yards,Seafood restaurant,,NA,koa@fivestars.com,12013486628,"1700 Harbor Blvd, Weehawken Township, NJ 07086",4.5,8417
City Point BKLYN,https://www.instagram.com/CityPointBKLYN,https://citypointbrooklyn.com/,https://www.eatrealfoodnyc.com/restaurants/city-point-bklyn,Brooklyn,Downtown Brooklyn,Shopping mall,,NA,eroseman@concretecomm.com,17186738800,"445 Albee Square W, Brooklyn, NY 11201",4.5,8052
Son Cubano Modern-Cuban Cuisine,https://www.instagram.com/soncubanonj,http://www.soncubanonj.com/,https://www.eatrealfoodnyc.com/restaurants/son-cubano-modern-cuban-cuisine,Manhattan,Hell's Kitchen,Cuban restaurant,,NA,reservations@soncubanonj.com,12013992020,"40-4 Riverwalk Pl, West New York, NJ 07093",4.5,8009
Shake Shack Madison Square Park,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/madison-square-park-ny%3Futm_source%3Dgoogle%26utm_medium%3Dlisting,https://www.eatrealfoodnyc.com/restaurants/shake-shack-madison-square-park,Manhattan,Flatiron District,Hamburger restaurant,,NA,ddykstra@shakeshack.com,12128896600,"Madison Square Park, 23rd Street and, Madison Ave, New York, NY 10010",4.5,7669
Time Out Market New York,https://www.instagram.com/timeoutmarketporto,https://www.timeoutmarket.com/newyork/,https://www.eatrealfoodnyc.com/restaurants/time-out-market-new-york,Brooklyn,DUMBO,Restaurant,,NA,virginia.gil@timeout.com,19178104855,"55 Water St, Brooklyn, NY 11201",4.5,7567
Jacob's Pickles,https://www.instagram.com/jacobspickles,https://www.jacobspickles.com/,https://www.eatrealfoodnyc.com/restaurants/jacobs-pickles,Manhattan,Upper West Side,Southern restaurant (US),,A,work.jacobspickles@gmail.com,16465666630,"680 Columbus Ave, New York, NY 10025",4.5,7247
Lindenwood Diner,http://instagram.com/lindenwooddiner,http://www.lindenwooddiner.com/,https://www.eatrealfoodnyc.com/restaurants/lindenwood-diner,Brooklyn,East New York,Diner,,A,info@lindenwooddiner.com,17182356343,"2870 Linden Blvd, Brooklyn, NY 11208",4.5,7235
Nan Xiang Soup Dumplings - Flushing,https://www.instagram.com/nanxiangsoupdumpling,https://nanxiangxiaolongbao.com/%3Futm_source%3Dgbp%26utm_medium%3Dorganic%26utm_campaign%3Dflushing,https://www.eatrealfoodnyc.com/restaurants/nan-xiang-soup-dumplings-flushing,Queens,Flushing,Dumpling restaurant,,NA,nanxiangxiaolongbao@gmail.com,17183213838,"39-16 Prince St #104, Flushing, NY 11354",4.5,7032
Joe’s Pizza,https://www.instagram.com/joespizzanyc,http://joespizzanyc.com/,https://www.eatrealfoodnyc.com/restaurants/joes-pizza-financial,Manhattan,Financial District,Pizza restaurant,,NA,joespizzeriamarlton@gmail.com,12122670860,"124 Fulton St, New York, NY 10038",4.5,6663
Zabar's,https://www.instagram.com/zabars,http://www.zabars.com/,https://www.eatrealfoodnyc.com/restaurants/zabars,Manhattan,Upper West Side,Gourmet grocery store,whole-foods,NA,pmorel@zabars.com,12127872000,"2245 Broadway, New York, NY 10024",4.5,6489
Bleecker Street Pizza,https://www.instagram.com/bleeckerstreetpizza,https://bleeckerstreetpizza.com/,https://www.eatrealfoodnyc.com/restaurants/bleecker-street-pizza,Manhattan,Greenwich Village,Pizza restaurant,,A,owners@bleeckerstreetpizza.com,12129244466,"69 7th Ave S, New York, NY 10014",4.5,6238
Trader Joe's,https://www.instagram.com/traderjoes,https://locations.traderjoes.com/ny/new-york/542/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dlocal,https://www.eatrealfoodnyc.com/restaurants/trader-joes-lincoln,Manhattan,Lincoln Square,Grocery store,whole-foods,NA,info@applestonemeat.com,12127990028,"2073 Broadway, New York, NY 10023",4.5,6115
Rumba Cubana - Guttenberg,https://www.instagram.com/rumbacubana_official,http://www.rumbacubana.com/guttenberg/,https://www.eatrealfoodnyc.com/restaurants/rumba-cubana-guttenberg,Manhattan,Lincoln Square,Cuban restaurant,,NA,info@rumbacubana.com,12018544000,"6909 JFK Blvd E, Guttenberg, NJ 07093",4.5,5674
Carnegie Diner & Cafe,https://www.instagram.com/carnegiediner,https://carnegiediner.com/,https://www.eatrealfoodnyc.com/restaurants/carnegie-diner-cafe-lincoln,Manhattan,Lincoln Square,Diner,whole-foods,NA,hello@carnegiediner.com,12126641001,"205 W 57th St, New York, NY 10019",4.5,5669
City Island Lobster House,null,http://cilobsterhouse.com/,https://www.eatrealfoodnyc.com/restaurants/city-island-lobster-house,Bronx,Throgs Neck,Seafood restaurant,,A,marie@mandarino.com,17188851459,"691 Bridge St, Bronx, NY 10464",4.5,5560
Black Iron Burger,https://www.instagram.com/blackironburger,http://blackironburger.com/,https://www.eatrealfoodnyc.com/restaurants/black-iron-burger,Manhattan,Midtown,Hamburger restaurant,,A,press@blackironburger.com,16469565163,"245 W 38th St, New York, NY 10018",4.5,5420
Trader Joe's,https://www.instagram.com/traderjoes,https://locations.traderjoes.com/ny/new-york/540/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dlocal,https://www.eatrealfoodnyc.com/restaurants/trader-joes-gramercy,Manhattan,Gramercy Park,Grocery store,whole-foods,NA,info@applestonemeat.com,12125294612,"142 E 14th St, New York, NY 10003",4.5,5057
American Girl Place New York,null,https://www.americangirl.com/,https://www.eatrealfoodnyc.com/restaurants/american-girl-place-new-york,Manhattan,Midtown East,Cafe,,NA,whenning4@gmail.com,18772475223,"75 Rockefeller Plaza, New York, NY 10019",4.5,4890
FOOD BAZAAR,https://www.instagram.com/foodbazaarsupermarket,https://www.foodbazaar.com/find-your-store/,https://www.eatrealfoodnyc.com/restaurants/food-bazaar-brownsville,Brooklyn,Brownsville,Supermarket,,NA,justin@bogopa.com,17189079280,"1682 St Johns Pl, Brooklyn, NY 11233",4.5,4783
Mr. Broadway,null,https://mrbroadwaynyc.com/,https://www.eatrealfoodnyc.com/restaurants/mr-broadway,Manhattan,Midtown,Deli,kosher,NA,info@mrbroadwaynyc.com,12129212152,"209 W 38th St, New York, NY 10018",4.5,4776
Pine Restaurant,https://www.instagram.com/fjpine,http://fjpine.com/,https://www.eatrealfoodnyc.com/restaurants/pine-restaurant,Bronx,Morris Park,Italian restaurant,,NA,a.bastone@fjpine.com,17187925956,"1913 Bronxdale Ave, Bronx, NY 10462",4.5,4746
Trader Joe's,https://www.instagram.com/traderjoes,https://locations.traderjoes.com/ny/new-york/544/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dlocal,https://www.eatrealfoodnyc.com/restaurants/trader-joes-kips,Manhattan,Kips Bay,Grocery store,whole-foods,NA,info@applestonemeat.com,12128893279,"200 E 32nd St, New York, NY 10016",4.5,4641
Jackson Hole Diner,https://instagram.com/jacksonholeburgers,http://www.jacksonholeburgers.com/,https://www.eatrealfoodnyc.com/restaurants/jackson-hole-diner,Queens,Woodside,American restaurant,,NA,virginia@vibranteventsjh.com,17182047070,"69-35 Astoria Blvd N, East Elmhurst, NY 11370",4.5,4616
Ichiran,https://www.instagram.com/ichiran_ny,https://www.ichiranusa.com/location/ichiran-midtown/,https://www.eatrealfoodnyc.com/restaurants/ichiran,Manhattan,Flatiron District,Ramen restaurant,,A,customerservice.ny@ichiran.com,12124650701,"132 W 31st St, New York, NY 10001",4.5,4599
Martha's Country Bakery,https://www.instagram.com/marthascountrybakery,http://www.marthascountrybakery.com/,https://www.eatrealfoodnyc.com/restaurants/marthas-country-bakery-astoria,Queens,Astoria,Bakery,,A,marthascountrybakery@gmail.com,17185459737,"36-21 Ditmars Blvd, Astoria, NY 11105",4.5,4391
Hometown Bar-B-Que,null,http://www.hometownbarbque.com/,https://www.eatrealfoodnyc.com/restaurants/hometown-bar-b-que,Brooklyn,Red Hook,Barbecue restaurant,,NA,hometownbbqperu@gmail.com,13472944644,"454 Van Brunt St, Brooklyn, NY 11231",4.5,4362
Snug Harbor Cultural Center & Botanical Garden,https://www.instagram.com/snugharborccbg,http://www.snug-harbor.org/,https://www.eatrealfoodnyc.com/restaurants/snug-harbor-cultural-center-botanical-garden,Staten Island,New Brighton,Cultural center,,NA,fynnie_lynnie@hotmail.com,17184253504,"1000 Richmond Ter, Staten Island, NY 10301",4.5,4311
Yard House,null,https://www.yardhouse.com/locations/ny/new-york/new-york-city-times-square/8389%3Fcmpid%3Dbr:yh_ag:ie_ch:loc_ca:YHGMB_sn:gmb_gt:new-york-ny-8389_pl:locurl_rd:1083,https://www.eatrealfoodnyc.com/restaurants/yard-house-midtown,Manhattan,Midtown,New American restaurant,,NA,jsadams66@yahoo.com,16464342448,"575 7th Ave, New York, NY 10018",4.5,4269
Patiala Indian Grill,https://www.instagram.com/patialaindiangrill,http://34.patialany.com/,https://www.eatrealfoodnyc.com/restaurants/patiala-indian-grill,Manhattan,Hudson Yards,Indian restaurant,vegan|vegetarian,NA,info@patialany.com,12125642974,"371 W 34th St., New York, NY 10001",4.5,4246
Friedman's,http://instagram.com/friedmansnyc,https://www.friedmansrestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/friedmans-hudson,Manhattan,Hudson Yards,Gluten-free restaurant,gluten-free|whole-foods,A,mariocmontenegro@gmail.com,12122681100,"450 10th Ave, New York, NY 10018",4.5,4245
ilili NoMad,https://www.instagram.com/ililirestaurants,https://www.ililirestaurants.com/,https://www.eatrealfoodnyc.com/restaurants/ilili-nomad,Manhattan,Flatiron District,Lebanese restaurant,halal,NA,jh@ililirestaurants.com,12126832929,"236 5th Ave, New York, NY 10001",4.5,4165
Vida Verde - Tequila Bar,https://www.instagram.com/vidaverdenyc,https://www.vidaverdeny.com/,https://www.eatrealfoodnyc.com/restaurants/vida-verde-tequila-bar,Manhattan,Lincoln Square,Restaurant,,NA,catering@vidaverdeny.com,16466570565,"248 W 55th St, New York, NY 10019",4.5,4125
Mom's Kitchen and Bar,https://www.instagram.com/momsmidtown,https://www.eatatmomsnyc.com/,https://www.eatrealfoodnyc.com/restaurants/moms-kitchen-and-bar,Manhattan,Hell's Kitchen,Bar & grill,,NA,contact@hkhgroup.com,16466570080,"701 9th Ave, New York, NY 10019",4.5,4117
Churrascaria Plataforma Steakhouse,https://www.instagram.com/churrascariaplataforma,https://plataformaonline.com/,https://www.eatrealfoodnyc.com/restaurants/churrascaria-plataforma-steakhouse,Manhattan,Hell's Kitchen,Brazilian restaurant,whole-foods|low-calorie,NA,j.frison@churrascariaplataforma.com,12122450505,"316 W 49th St, New York, NY 10019",4.5,4085
Wegmans,https://www.instagram.com/Wegmans,https://www.wegmans.com/stores/brooklyn-ny/%3Fcid%3DGMB_Wegmans_2024:aw:ow:gb:gb:ao::,https://www.eatrealfoodnyc.com/restaurants/wegmans-downtown,Brooklyn,Downtown Brooklyn,Grocery store,,NA,aschram@foodlion.com,13476948510,"21 Flushing Ave, Brooklyn, NY 11205",4.5,3916
Peter Luger Steak House,null,http://www.peterluger.com/,https://www.eatrealfoodnyc.com/restaurants/peter-luger-steak-house-bayside,Queens,Bayside,Steak house,,NA,billh@amityvillechamber.org,15164878800,"255 Northern Blvd, Great Neck, NY 11021",4.5,3846
Playa Betty’s,https://www.instagram.com/playabettys,https://www.playabettys.com/,https://www.eatrealfoodnyc.com/restaurants/playa-bettys,Manhattan,Lincoln Square,Mexican restaurant,vegetarian|low-calorie,NA,ada@chefdriven.com,12127120777,"320 Amsterdam Ave, New York, NY 10023",4.5,3727
Lobster Place,https://www.instagram.com/fishguysnyc,http://www.lobsterplace.com/,https://www.eatrealfoodnyc.com/restaurants/lobster-place,Manhattan,Chelsea,Seafood restaurant,,NA,ian_macgregor@lobsterplace.com,12122555672,"75 9th Ave, New York, NY 10011",4.5,3656
Bibble & Sip,null,http://bibbleandsip.com/,https://www.eatrealfoodnyc.com/restaurants/bibble-sip,Manhattan,Midtown,Cafe,whole-foods,NA,amy@bibbleandsip.com,16466495116,"253 W 51st St, New York, NY 10019",4.5,3603
Maison Pickle,https://www.instagram.com/maisonpickle,http://www.maisonpickle.com/,https://www.eatrealfoodnyc.com/restaurants/maison-pickle,Manhattan,Upper West Side,American restaurant,,NA,guy@maisonpickle.com,19293567189,"2315 Broadway, New York, NY 10024",4.5,3593
Boqueria W40th,https://www.instagram.com/boqueria,https://boqueriarestaurant.com/location/nyc/times-square/%3Futm_source%3Dorganic%26utm_medium%3Dgmb,https://www.eatrealfoodnyc.com/restaurants/boqueria-w40th,Manhattan,Midtown,Spanish restaurant,,NA,flatiron@boquerianyc.com,12122556047,"260 W 40th St, New York, NY 10018",4.5,3529
P.J. Clarke's Third Avenue,https://www.instagram.com/pjclarkes,https://pjclarkes.com/location/third-avenue/,https://www.eatrealfoodnyc.com/restaurants/pj-clarkes-third-avenue,Manhattan,Midtown East,American restaurant,,NA,ps@clarkesgroup.com,12123171616,"915 3rd Ave, New York, NY 10022",4.5,3513
Yemen Café & Restaurant,http://instagram.com/yemencafe,https://yemencafe.com/yemencafrestaurantatlantic%3Futm_source%3Dgoogle,https://www.eatrealfoodnyc.com/restaurants/yemen-caf-restaurant-cobble,Brooklyn,Cobble Hill,Yemeni restaurant,halal,NA,yemencafe2@gmail.com,17188349533,"176 Atlantic Ave, Brooklyn, NY 11201",4.5,3496
Gyu-Kaku Japanese BBQ,https://www.instagram.com/gyukakujbbq,https://www.gyu-kaku.com/midtown/,https://www.eatrealfoodnyc.com/restaurants/gyu-kaku-japanese-bbq-midtown,Manhattan,Midtown East,Japanese restaurant,,NA,dperez@estiatoriomilos.com,12127028816,"805 3rd Ave #2, New York, NY 10022",4.5,3482
Carnegie Diner & Cafe,https://www.instagram.com/carnegiediner,https://carnegiediner.com/,https://www.eatrealfoodnyc.com/restaurants/carnegie-diner-cafe-midtown,Manhattan,Midtown,Diner,,NA,hello@carnegiediner.com,12123994444,"828 8th Ave, New York, NY 10019",4.5,3465
Izakaya MEW,https://www.instagram.com/izakayamew,http://mewnyc.com/,https://www.eatrealfoodnyc.com/restaurants/izakaya-mew,Manhattan,Midtown,Izakaya restaurant,,NA,mew.flushing@handhospitality.com,16463689459,"53 W 35th St, New York, NY 10001",4.5,3443
Grace Street Coffee & Desserts,https://www.instagram.com/gracestreetcafe,https://www.bygracestreet.com/,https://www.eatrealfoodnyc.com/restaurants/grace-street-coffee-desserts,Manhattan,Midtown,Dessert restaurant,,NA,hello@bygracestreet.com,19175402776,"17 W 32nd St, New York, NY 10001",4.5,3437
Emily,https://www.instagram.com/pizzalovesemily,https://www.pizzalovesemily.com/,https://www.eatrealfoodnyc.com/restaurants/emily-greenwich,Manhattan,Greenwich Village,Restaurant,,NA,pizzalovesemily@gmail.com,19179356434,"35 Downing St, New York, NY 10014",4.5,3372
Pho Hoang,https://www.instagram.com/phohoangnyc,https://www.phohoangnyc.com/,https://www.eatrealfoodnyc.com/restaurants/pho-hoang,Queens,Flushing,Vietnamese restaurant,,A,ducks@phohoangnyc.com,17187626151,"41-01 Kissena Blvd, Flushing, NY 11355",4.5,3303
Dough Doughnuts Flatiron,https://instagram.com/doughdoughnuts,https://www.doughdoughnuts.com/,https://www.eatrealfoodnyc.com/restaurants/dough-doughnuts-flatiron,Manhattan,Flatiron District,Restaurant,,NA,vicky@dough-ny.com,12122436844,"14 West 19th Street at, 5th Ave, New York, NY 10011",4.5,3296
Delmonico's,https://www.instagram.com/delmonicosnewyork,https://www.theoriginaldelmonicos.com/,https://www.eatrealfoodnyc.com/restaurants/delmonicos,Manhattan,Financial District,Steak house,,A,info@theoriginaldelmonicos.com,12123811237,"56 Beaver St, New York, NY 10004",4.5,3171
Cookshop,null,https://www.cookshopny.com/,https://www.eatrealfoodnyc.com/restaurants/cookshop,Manhattan,Chelsea,American restaurant,whole-foods,NA,kerry@cookshopny.com,12129244440,"156 10th Ave, New York, NY 10011",4.5,3166
Spot Dessert Bar East Village,null,http://www.spotdessertbar.com/,https://www.eatrealfoodnyc.com/restaurants/spot-dessert-bar-east-village,Manhattan,East Village,Dessert restaurant,,NA,mark@milesindustries.com,12126775670,"13 St Marks Pl, New York, NY 10003",4.5,3144
Chavela's,https://instagram.com/chavelasnyc,http://chavelasnyc.com/,https://www.eatrealfoodnyc.com/restaurants/chavelas,Brooklyn,Crown Heights,Mexican restaurant,,B,info@chavelasnyc.com,17186223100,"736 Franklin Ave, Brooklyn, NY 11238",4.5,3083
5 Napkin Burger,http://instagram.com/5napkinburger,http://www.5napkinburger.com/,https://www.eatrealfoodnyc.com/restaurants/5-napkin-burger,Manhattan,Upper West Side,Hamburger restaurant,,A,vilvaraja@gmail.com,12123334488,"2315 Broadway, New York, NY 10024",4.5,3021
Cafe Mogador,https://www.instagram.com/cafemogadornyc,http://cafemogador.com/,https://www.eatrealfoodnyc.com/restaurants/cafe-mogador-east,Manhattan,East Village,Moroccan restaurant,halal,A,lbartscheck@cafemogador.com,12126772226,"101 St Marks Pl, New York, NY 10009",4.5,3015
Marea,https://www.instagram.com/marearestaurants,https://www.marearestaurant.com/new-york%3Futm_source%3DGoogleBusinessProfile%26utm_medium%3Dorganic%26utm_campaign%3DMapLabs,https://www.eatrealfoodnyc.com/restaurants/marea,Manhattan,Lincoln Square,Restaurant,,NA,info@altamareagroup.com,12125825100,"240 Central Park S, New York, NY 10019",4.5,2994
Casa Enrique,https://www.instagram.com/casaenrique,https://casaenriquelic.com/,https://www.eatrealfoodnyc.com/restaurants/casa-enrique,Queens,Long Island City,Mexican restaurant,,A,info@indiantypefoundry.com,13474486040,"5-48 49th Ave, Long Island City, NY 11101",4.5,2987
99 Favor Taste,https://www.instagram.com/99favortasteofficial,https://www.99favortaste.com/,https://www.eatrealfoodnyc.com/restaurants/99-favor-taste,Brooklyn,Sunset Park,Hot pot restaurant,,NA,favortaste99@gmail.com,17184390578,"732 61st St, Brooklyn, NY 11220",4.5,2939
Utopia Bagels,https://www.instagram.com/utopiabagels,https://www.utopiabagelsny.com/,https://www.eatrealfoodnyc.com/restaurants/utopia-bagels,Queens,Whitestone,Bagel shop,,NA,info@utopiabagels.com,17183522586,"19-09 Utopia Pkwy, Whitestone, NY 11357",4.5,2911
Trattoria Trecolori,https://www.instagram.com/trecolori47,http://www.trattoriatrecolori.com/,https://www.eatrealfoodnyc.com/restaurants/trattoria-trecolori,Manhattan,Midtown,Italian restaurant,,NA,rschussel@ndg.org,12129974540,"254 W 47th St, New York, NY 10036",4.5,2864
Jade Eatery And Lounge,null,https://www.jadeeatery.com/,https://www.eatrealfoodnyc.com/restaurants/jade-eatery-and-lounge-forest,Queens,Forest Hills,Asian fusion restaurant,,B,info@jadeeatery.com,17187932203,"1 Station Square #2, Forest Hills, NY 11375",4.5,2806
Minetta Tavern,https://www.instagram.com/minettatavernny,http://www.minettatavernny.com/,https://www.eatrealfoodnyc.com/restaurants/minetta-tavern,Manhattan,Greenwich Village,French restaurant,,A,gdinoto@dinoto.com,12124753850,"113 MacDougal St, New York, NY 10012",4.5,2762
Her Name is Han,https://www.instagram.com/hernameishan,http://www.hernameishan.com/,https://www.eatrealfoodnyc.com/restaurants/her-name-is-han,Manhattan,Murray Hill,Korean restaurant,,A,hernameishan@gmail.com,12127799990,"17 E 31st St, New York, NY 10016",4.5,2744
Vatan,https://www.instagram.com/vatannyc,https://vatanny.com/,https://www.eatrealfoodnyc.com/restaurants/vatan,Manhattan,Kips Bay,Indian restaurant,vegetarian,A,vatanny@gmail.com,12126895666,"409 3rd Ave, New York, NY 10016",4.5,2728
Spring Shabu-Shabu,https://www.instagram.com/springshabushabu,http://www.springshabu.com/,https://www.eatrealfoodnyc.com/restaurants/spring-shabu-shabu-flushing,Queens,Flushing,Hot pot restaurant,,NA,lngo@springshabu.com,17183958076,"136-20 38th Ave 2nd floor, Flushing, NY 11354",4.5,2715
Dante NYC,https://www.instagram.com/dantenewyorkcity,http://www.dante-nyc.com/,https://www.eatrealfoodnyc.com/restaurants/dante-nyc,Manhattan,Greenwich Village,Italian restaurant,,NA,mstrawhecker@dantepizzeria.com,12129825275,"79-81 MacDougal St, New York, NY 10012",4.5,2709
Mastro's Steakhouse,https://www.instagram.com/mastrosofficial,https://www.mastrosrestaurants.com/Locations/NY/New-York/,https://www.eatrealfoodnyc.com/restaurants/mastros-steakhouse,Manhattan,Midtown,Fine dining restaurant,,A,bstrickland@ldry.com,12124591222,"1285 6th Ave, New York, NY 10019",4.5,2646
Little Collins,https://www.instagram.com/littlecollinsnyc,http://www.littlecollinsnyc.com/,https://www.eatrealfoodnyc.com/restaurants/little-collins,Manhattan,Midtown East,Restaurant,whole-foods|low-calorie,A,unglik@gmail.com,12123081969,"708 3rd Ave, New York, NY 10017",4.5,2610
The Campbell,https://www.instagram.com/thecampbellnyc,http://www.thecampbellnyc.com/,https://www.eatrealfoodnyc.com/restaurants/the-campbell,Manhattan,Murray Hill,Bar,,A,gerbergroup@gerberbars.com,19172093440,"15 Vanderbilt Ave, New York, NY 10017",4.5,2602
Kuu,null,http://www.kuuramen.com/,https://www.eatrealfoodnyc.com/restaurants/kuu,Manhattan,Financial District,Ramen restaurant,,B,info@kuuramen.com,12125717177,"20 John St, New York, NY 10038",4.5,2599
Bengal Tiger,null,http://www.bengaltigerindianfood.com/,https://www.eatrealfoodnyc.com/restaurants/bengal-tiger,Manhattan,Lincoln Square,Indian restaurant,vegetarian,A,,12122652703,"234 W 56th St, New York, NY 10019",4.5,2599
Rosa's Pizza,https://www.instagram.com/explore,https://rosaspizzanyc.com/rosaspizza-maspeth%3Futm_source%3Dgoogle,https://www.eatrealfoodnyc.com/restaurants/rosas-pizza,Queens,Ridgewood,Pizza restaurant,,B,rosaspizzany@gmail.com,17184465910,"55-26 69th St, Maspeth, NY 11378",4.5,2581
